id,sentiment
6702_7,0.9999772
5702_3,0.2939192
11345_8,0.99999255
3428_4,0.0006991939
7209_9,0.9999819
8425_8,0.99999684
3087_1,0.04083757
1119_8,0.25757188
5715_3,0.005130564
8645_1,5.27171e-06
2149_3,0.0096470555
10403_10,0.99994814
5628_1,0.001113455
5570_10,0.999996
1613_3,0.002156159
1454_4,0.9999771
5094_3,0.00029401854
7982_1,1.4150658e-05
6894_2,0.8254653
6554_1,0.0054298574
4721_3,0.96737677
6904_4,0.0068395655
893_8,0.9999977
4605_4,0.037828766
11516_7,0.676475
11718_7,0.9999974
5956_1,2.1918242e-05
7455_9,0.999914
6396_4,0.99878234
1223_8,0.99994254
8556_1,3.722668e-06
6108_8,0.87060463
11690_1,0.0031029594
3778_9,0.9972824
3627_4,0.0041850964
8256_4,0.2402184
533_1,7.4811405e-06
5235_4,0.19648555
621_2,5.5911685e-05
5365_1,0.89515847
8180_3,0.00029183185
7396_7,0.99634117
9776_10,0.97740674
8175_10,0.99999297
3128_1,0.009932657
4606_1,0.41610017
6158_2,0.99419427
3281_10,0.999999
4723_4,0.03983121
11994_3,0.025670074
7701_1,1.5439861e-06
103_3,0.9997827
8908_10,0.99998295
8876_1,0.0018384116
7519_9,0.9999971
12456_8,0.9991138
9514_8,0.17180376
8680_8,0.89957875
12402_10,0.9999794
362_2,0.004694189
9825_7,0.9788165
2913_3,0.99999285
7164_8,0.99999726
11177_7,0.44897985
5707_10,0.9999841
8103_10,0.9999555
6289_1,0.004635402
11754_1,8.646641e-06
11640_10,0.9999759
9933_7,0.99994445
185_10,0.99999976
242_10,0.99999934
9369_8,0.029993486
7453_10,0.99999744
7514_7,0.0083404705
10860_2,0.0012808597
8663_8,0.8706239
9108_1,0.0017143185
7941_1,0.00020996595
10116_1,1.7594199e-05
9841_4,0.007786812
4512_9,0.99896735
4853_2,0.0019866545
2664_4,0.001195757
9966_10,0.49632227
5167_2,0.0012726875
3894_2,0.99970627
3929_8,0.99999976
7165_10,0.99998283
5451_8,0.3856303
2947_4,0.003322933
4611_10,0.99965715
5807_1,0.99849117
9464_8,0.9002333
3124_10,0.9994399
2705_4,0.99995726
12187_8,0.9999732
12319_10,0.9999023
9874_3,0.019864457
3406_4,0.8792303
2327_10,0.9999818
605_10,0.99999976
8080_4,0.062625505
3074_10,0.99998605
2499_3,0.016249068
1013_1,0.96826607
11535_1,0.0023300247
4118_7,0.990797
10492_8,0.9898647
2129_4,0.06819809
9814_10,0.99767834
10671_9,0.06603764
5980_10,0.9999668
2755_2,0.009209175
5461_2,0.0043866998
11979_1,0.09956944
8810_1,3.115654e-05
852_7,0.99999255
10961_4,4.79946e-05
7436_4,0.015271652
11281_3,0.0016295912
4208_3,0.0017370468
8213_10,0.9999765
9851_2,0.005513438
4713_7,0.46826294
9528_1,0.99999803
3595_10,0.9999942
5785_3,0.002093179
10370_3,0.0012216445
1980_3,2.3301862e-05
8800_4,0.34458843
4437_3,0.0005185617
28_3,0.041180264
12171_1,0.9777014
9359_3,0.073143005
3831_9,0.9999695
10962_7,0.99998116
1500_9,0.99999964
11470_10,0.9884074
11843_3,0.06751735
11200_4,0.75828975
1067_1,0.02574692
3333_1,0.004083551
4487_4,0.997742
6428_1,0.002684811
575_7,0.02831403
10904_9,0.9999993
11821_2,0.00024057634
11605_1,4.592753e-07
1111_7,0.99999845
10295_1,0.07578227
1146_4,3.3839478e-06
2405_9,0.99965227
11081_10,0.9999756
2201_10,0.9999999
4844_1,1.0324604e-05
11007_8,0.9999727
6535_7,0.8861224
2653_4,0.00019687411
8245_10,0.99997526
9951_8,0.99994963
6133_8,0.006305031
10006_2,1.8309722e-05
7350_1,0.8802429
4509_9,0.99999887
948_1,0.0045633125
3987_1,0.00019160936
2947_10,0.008968053
6041_3,4.079366e-05
2946_1,0.013986781
11967_4,2.1236508e-05
1185_10,0.99998903
10323_2,0.32436574
11706_2,0.00035492243
3663_1,0.44997132
5602_10,0.99998844
4870_10,0.924236
1994_1,0.0044908356
10807_7,0.99999017
6871_3,0.95807374
1175_2,5.640721e-06
10919_7,0.999991
8127_10,0.99998015
12497_4,3.1004863e-06
3274_1,0.0003099937
2568_3,0.0053340946
840_2,5.5068525e-05
5626_10,0.9999796
7561_10,0.9999928
4600_3,0.95451164
3324_9,0.00334558
8899_7,0.9995624
5592_8,0.9997106
12483_4,0.0006553587
7874_1,4.43641e-06
5878_10,0.99926865
4303_9,0.9639279
9421_1,0.0032829426
10269_4,0.001823126
10615_2,0.006335769
2634_10,0.999961
7522_1,0.00038710068
9289_10,0.00996978
4636_10,0.9999355
1241_7,0.024045618
9458_9,0.97380716
11690_10,0.9999831
7176_4,0.0006639801
6212_10,0.99823886
6319_1,6.228916e-07
5229_3,0.0024076435
466_9,0.99999684
8693_2,0.045175724
2952_10,0.9999852
1128_1,0.00016192641
3975_10,0.9999825
11365_10,0.9999076
2074_9,0.99980867
9768_10,0.99995756
4895_1,5.573722e-07
5726_10,0.99993944
9993_10,0.9999507
11319_2,0.99017304
10561_2,0.00036646202
5455_8,0.99999946
10684_3,0.0023602727
3652_3,0.0040906044
7825_1,0.016305126
8806_1,0.00016069345
275_10,0.9999773
2246_1,0.00026603873
11968_2,0.00046698964
2528_1,0.501704
8491_8,0.23310976
13_1,0.9999878
4530_8,0.99693483
5207_3,6.5530975e-07
11648_10,0.9974493
8260_1,0.0006683494
10730_10,0.8422494
10402_3,0.9877712
8077_1,0.00012041736
8598_8,0.9999719
2809_3,1.3713097e-05
12490_10,0.9999942
1447_9,0.9999859
1605_3,0.0016791861
2311_4,0.0032787742
3235_9,0.999973
5725_10,0.99999017
9025_10,0.9998948
6049_9,0.97445214
4803_10,0.99999785
191_9,0.9998758
420_3,0.9983983
5238_2,0.005179123
1280_9,0.99997306
9408_4,0.0037803038
819_1,0.0046371184
1656_4,0.00078038353
9964_3,0.9468314
10404_4,0.004507368
12369_10,0.9999762
6423_1,0.0011379833
9942_8,8.9666247e-07
1519_1,0.003560475
100_10,0.9999954
3216_10,0.9999931
3909_10,0.99989027
5034_7,0.99999964
14_8,0.9970896
5891_3,0.34002253
8496_10,0.9999911
7429_1,8.979052e-06
9457_1,0.0039137974
9602_8,0.9293911
4198_1,0.8203235
154_2,0.0073560495
5070_2,0.0007381425
4207_8,0.9828302
7758_8,0.999985
4439_9,0.97348064
12042_1,4.7488975e-05
7244_1,2.7118786e-05
6854_1,0.0043453253
11932_10,0.99996036
4151_10,0.99998367
7265_1,0.32719016
10272_7,0.99999934
4256_4,0.030424792
1225_7,0.99994487
956_10,0.99998665
6389_2,0.0012203726
1365_4,0.00050528796
4752_7,0.9998764
276_10,0.99995065
8766_9,0.9999346
11225_10,0.99513227
6920_1,0.004968187
11536_1,4.8926586e-06
1923_9,0.046357416
11460_10,0.010326627
10054_7,0.9999621
10845_1,0.00036473415
10231_4,0.09505022
9430_8,0.9999923
3226_2,4.3703153e-07
4298_3,0.6693139
10635_4,0.08487171
10567_4,0.060909074
5460_10,0.99998987
7310_7,0.9999073
10330_2,1.5567453e-05
5151_9,0.9999981
11_3,0.0006245881
1448_8,0.03131005
10130_8,0.96604186
2199_3,0.99998903
1761_10,0.99983805
2782_1,3.9440476e-07
7618_10,0.999988
85_10,0.99997103
5730_3,0.93677723
3641_1,0.9942809
8190_9,0.99998623
9533_10,0.99999857
9508_1,0.0035487707
237_8,0.99998003
3981_7,0.6576196
7194_9,0.99999857
10584_8,0.057340458
248_2,1.9782667e-05
8358_4,0.005451516
1218_1,0.003658355
4191_10,0.94008064
3090_8,0.9998363
11923_2,0.009475611
1640_8,0.9962331
9972_3,0.002349223
11818_4,0.00050805794
4350_10,0.99999684
877_10,0.09697767
10017_8,0.9999947
7975_10,0.9999921
8436_1,0.99930626
6024_7,0.9998874
3112_1,0.0036051257
951_10,0.9999824
1622_1,0.0027216428
191_3,0.11316137
5669_1,8.353928e-08
1891_4,1.6181424e-05
12173_9,0.9998448
7887_7,0.07251901
3256_10,0.922858
5419_1,0.0005595533
7635_1,0.004250006
8297_2,0.00015418568
7137_8,0.06367281
7562_3,0.0036424862
9944_1,0.0015092915
4288_1,0.0009800275
8087_1,0.022224925
4771_10,0.9999995
10482_10,0.9998653
5324_10,0.9999815
3080_1,0.001384573
10923_7,0.008343358
1753_7,0.9999234
317_10,0.99999577
12474_8,0.99502546
773_8,0.999977
388_1,0.0105510615
12141_2,0.5815511
5667_1,0.974743
1071_9,0.99999446
2897_10,0.99999964
9481_4,0.0053102956
12025_1,1.84415e-06
8879_7,0.9993937
5683_1,0.0013830899
7026_1,0.00032960362
2439_1,0.00022858447
3631_7,0.99999994
1650_9,0.028411882
5378_7,0.9999993
9745_1,0.0017346919
11563_8,0.9960274
299_8,0.9999909
9471_2,0.0011762198
1866_1,0.0070891883
2639_4,0.00438852
5122_1,0.0046678092
12341_7,0.96532184
2936_8,0.98572385
8647_10,0.99706393
4255_9,0.9999783
7262_8,0.9790198
8413_10,0.9998257
10080_1,0.0020325524
3973_1,0.57873917
8752_9,0.9999795
4018_2,0.0011058204
7669_1,0.00010500546
10421_4,0.000100516554
7854_8,0.99997336
162_8,0.003751967
11614_9,0.9999997
11343_8,0.99998856
1708_7,0.9535779
7115_4,0.9999303
10498_10,0.043900654
2944_8,0.9992143
10474_3,0.0003794936
1263_1,2.1132714e-06
1693_4,0.99999875
9600_9,0.0067215404
11173_2,0.044152018
3961_2,0.0003974387
8011_1,0.99989116
7386_8,0.9925274
8787_8,0.99972916
12349_9,0.9998715
1776_4,0.0032383236
5885_4,0.9986743
220_4,0.058514208
5547_8,0.9999996
2853_1,0.85160327
2157_2,0.09556204
11667_2,0.24498896
194_7,0.00013810796
1633_1,0.00013113792
6897_2,0.9997261
11568_2,8.556538e-05
9219_1,0.89567745
477_8,0.9999943
8980_3,0.99900323
4612_10,0.99986285
8030_10,0.99999976
1846_8,0.99988526
2786_8,0.8401228
2634_1,0.005424967
3110_8,0.9999863
11587_8,0.9999923
11262_8,0.9960243
5680_7,0.000105703984
4583_4,0.006862823
1451_1,0.00033085412
4244_4,0.00026423763
6176_4,8.7364896e-07
8851_10,0.9999857
908_9,0.9999928
7494_9,0.41032916
8061_3,7.354822e-07
789_1,0.013981666
2374_7,0.6892705
11225_3,0.002489551
4467_4,0.782358
8516_10,0.009355864
4121_10,0.999999
10267_7,5.736659e-05
6040_8,0.85158056
8338_7,0.9892629
2903_7,0.9999896
6662_9,0.99999994
5333_10,0.9999827
7470_4,1.4948444e-05
8813_1,0.0009715368
4514_3,0.005812245
9584_7,0.045261767
11706_8,0.9999975
11538_8,0.9999823
4210_1,0.0057139313
8984_1,0.029428976
3431_4,0.0012778328
4973_10,0.9999931
12260_1,2.4817633e-05
4267_10,0.99997604
9906_9,0.99978864
670_7,0.9916937
6270_3,7.330683e-05
5164_4,2.1884613e-05
9741_2,2.521104e-05
3761_8,0.99972224
2651_2,0.00033881114
7448_10,0.9999991
7184_9,0.9998767
1313_9,0.99574757
10654_8,0.99987
7151_1,3.3850679e-06
2320_10,0.94058716
12033_7,0.720816
6429_1,0.001243881
1420_4,0.31984374
3002_7,0.0023545206
1299_1,0.012447919
7897_9,0.99985117
1529_4,0.0011233762
9760_2,4.9344944e-06
11318_1,0.0048174867
2217_3,0.82956636
11641_2,0.0008682184
7238_10,0.999999
7710_8,0.99998134
12011_8,0.99999505
4495_7,0.9999996
11144_4,0.9986828
5625_2,1.2585973e-07
2926_7,0.0003621365
8538_8,0.9999995
8875_10,0.99780774
10881_10,0.9999981
1662_7,0.99984795
4560_9,0.8237569
6714_4,1.7654877e-05
9059_10,0.9999913
6631_10,0.96745074
8520_1,0.004469515
918_4,9.3367904e-05
3102_10,0.99997646
3611_2,0.0057414393
8434_10,0.9999863
681_7,0.9999822
7386_4,3.8560324e-06
7566_9,3.320257e-05
10110_10,0.9999891
10486_10,0.99999994
1492_3,0.0064052865
11823_1,0.25488994
2331_9,0.99999547
2200_2,1.73939e-06
9547_1,3.3829474e-06
785_2,0.00014789654
5101_4,0.07448895
5657_10,0.9996946
6902_7,0.49095133
1490_9,0.8631784
7148_9,0.90522724
7387_8,0.1338282
8277_9,0.7931274
6912_7,0.9999978
170_2,0.88327676
7702_10,0.99998766
4393_3,3.2119653e-06
2608_3,0.060744733
4931_8,0.9999996
10589_10,0.99979854
8623_4,5.585093e-05
6057_2,1.785932e-05
2704_9,0.999976
1790_2,0.0009953903
12370_1,0.00019271567
159_1,0.008493222
343_9,0.99999994
2128_9,0.9998984
11181_8,0.9633091
11775_10,0.99998796
3514_10,0.999998
6993_2,0.037697222
2866_9,0.9999555
1000_9,0.99975413
11772_7,0.99779534
3355_9,0.0003586074
8519_8,0.997254
7879_3,0.9474091
4332_10,0.677035
5403_1,0.0005762184
1514_7,0.6565298
7904_1,7.373155e-06
10550_2,0.99819607
11442_10,0.99998647
2821_3,0.004881615
5766_1,4.6160267e-06
8061_9,0.9998548
2166_1,0.0005452834
6206_1,0.0006481357
11124_2,8.2933504e-05
7625_10,0.7217447
90_9,0.99999744
7959_10,0.9999823
7029_10,0.87150306
779_8,0.99997616
1101_4,0.004641533
11189_4,9.6855714e-05
9790_4,2.6892714e-05
10861_1,1.5614175e-07
5902_2,0.034223516
9545_10,0.999989
3730_1,4.211841e-05
4951_9,0.99869496
3295_1,0.0028353338
9495_2,0.020251816
2876_1,0.91778046
2796_1,0.00036074614
10338_3,0.00078437745
10913_7,0.004042986
4685_2,1.0494829e-06
11586_1,1.5820537e-05
4904_7,0.5718939
7110_7,0.99993926
2086_4,0.99173105
7372_7,0.9999972
135_9,0.9887558
7038_3,0.9999779
1119_2,0.94434005
5057_8,0.897841
3479_10,0.9999979
6489_8,0.9999952
4910_8,0.99999285
5979_10,0.99999756
11304_1,0.0031480407
2102_9,0.99999994
8048_1,2.3266032e-06
12153_7,0.99999034
4832_8,0.9999898
3079_9,0.9999471
8254_2,0.0038704812
7981_7,0.99996823
611_1,8.66342e-05
307_10,0.9998797
8861_3,0.003953484
4635_4,0.9998351
6197_7,0.99998856
6739_3,0.0012146801
8588_9,0.9998961
8461_7,0.98370945
10089_1,0.0079894615
2609_7,0.9732634
1418_3,0.8847141
2661_10,0.9999989
1253_9,0.9999771
8815_9,0.999942
9867_8,0.99998254
2155_1,0.6302451
12259_4,0.9999888
11224_3,0.0013623112
4781_1,0.0010977623
4354_9,0.99999386
9629_9,0.9983387
3629_9,0.9999917
6445_10,0.9999972
9526_10,0.99994016
5138_2,0.0031511218
349_10,0.99984634
2099_7,0.19321117
4411_1,0.89030033
8127_3,0.0076085655
5225_8,0.98240036
7970_3,0.99584746
5688_7,0.999602
12099_3,0.94452256
6020_4,0.000468383
3892_8,0.99997693
2098_8,0.17249036
4851_7,0.9999531
10967_10,0.9999835
6230_4,0.0056136684
2211_2,0.93293685
11978_10,0.9999376
8802_1,6.841622e-06
11010_3,0.002285757
10083_2,0.9948494
5588_10,0.0059451032
958_10,0.99965054
6771_4,0.23962645
6767_9,0.9996076
7302_10,0.9993755
5324_3,3.929905e-05
7737_10,0.99992114
8603_10,0.9992121
3029_7,0.99999976
8640_2,0.0042556496
2139_1,0.008300194
6305_10,0.9999845
6884_7,0.9999783
5534_8,0.9998091
7619_8,0.99995446
10057_8,0.99979424
972_7,0.9999942
6245_8,0.99971706
6627_7,0.99995303
3621_10,0.0037086445
2290_4,0.13643473
24_4,0.007740141
5689_1,1.2513016e-05
6497_4,0.008165975
12405_4,0.060573045
11720_7,0.9999749
10088_1,0.0029705693
9258_9,0.99999255
354_4,0.9999961
4770_10,0.9999814
1035_3,0.9579679
739_1,0.00038864074
6267_7,0.9999946
1562_8,0.99998575
1438_1,0.0031913985
281_8,0.9999876
1818_1,0.1837545
3943_3,0.0043777907
8116_4,0.9974127
6984_1,4.680547e-06
5330_4,0.00010064892
8821_8,0.9999826
10484_10,0.99999386
1886_4,0.034726776
7943_2,0.00034419744
6438_7,0.99999744
8931_10,0.99999714
10538_10,0.9999748
534_10,0.9999902
7329_2,2.258894e-05
6614_2,0.52148783
710_10,0.99964
3120_4,0.98671037
9046_1,4.1724506e-06
5638_2,0.8732591
2455_4,0.18915445
2652_3,0.015757648
11006_4,0.9946378
5065_3,8.141409e-07
9805_10,0.9980109
7092_8,0.9987955
1735_10,0.9999827
3609_1,0.0019699568
1201_10,0.115024455
11024_9,0.9999794
3807_10,0.999968
4483_10,0.010601294
4510_7,0.9968444
8037_1,0.0035653065
1760_1,0.00018032952
133_8,0.9999585
9039_8,0.9999987
8462_4,0.99889934
2468_10,0.99989957
7684_3,4.619757e-06
10350_9,0.999988
1199_10,0.999989
8560_1,0.0023534123
6405_3,9.568756e-07
1295_1,1.773608e-05
6420_1,0.0004895446
12183_9,0.98887753
11619_1,4.983395e-07
1415_9,0.0054614753
9414_1,0.0015063517
7640_4,5.923793e-06
9211_9,0.9999897
557_9,0.094388016
4501_9,0.99957013
8711_10,0.09125386
2402_1,0.9999831
4586_10,0.99999857
176_3,5.7502407e-06
3545_1,0.00013798554
8932_1,0.0015602043
5829_10,0.99998283
3409_10,0.99998134
3636_3,0.0736064
12048_7,0.9999918
10468_10,0.99999535
11546_10,0.99965173
9444_10,0.9999238
6275_1,1.3793465e-06
152_4,0.94968385
4767_9,0.99960107
6751_1,6.643484e-06
10245_4,0.02838332
5407_8,0.9774594
1923_1,0.99980634
515_9,0.99999654
9988_1,0.9834232
5928_8,0.9999849
10163_4,0.6019624
7969_10,0.042373423
1494_4,0.0020417813
11211_10,0.9999988
1957_1,0.0016351928
8484_7,0.9999639
848_2,0.0025852912
5177_1,0.0009943732
10667_10,0.99562657
3075_1,0.001282488
9443_10,0.99821216
1572_8,0.98492324
11285_8,0.31362954
3125_1,0.9968458
9265_9,0.99999875
4072_1,0.99989426
6390_2,2.1812878e-06
6496_4,0.9965989
8766_2,0.00011194264
7787_10,0.99970025
5897_10,0.9999819
9027_1,0.21744551
1538_2,2.1573662e-06
1220_3,2.3080938e-07
8600_3,0.00043291078
11432_2,0.99326336
1424_4,0.0023371466
7344_10,0.99994063
10842_1,0.9971721
10332_10,0.9999888
4340_4,0.9357442
4868_4,0.00020299878
11216_9,0.99998766
12027_10,0.99476445
6785_7,0.99954665
8773_8,0.9999997
8119_4,0.9154929
10138_10,0.99990356
7197_2,2.1023543e-06
1536_3,0.00021635584
9981_7,0.060092684
4753_1,0.009930332
2795_7,0.0044868593
6672_4,0.015281464
10805_7,0.99998164
5866_1,0.35656235
570_1,0.002178562
11965_8,0.98137933
3288_1,0.9140296
8135_1,0.9772299
10094_9,0.9999981
5845_10,0.9999993
3570_8,0.5788658
1240_1,0.00043810593
231_1,0.0045132153
10628_9,0.9995761
3536_1,1.9925239e-05
1852_10,0.99997544
8202_7,0.99985033
5907_7,0.9999774
1759_10,0.9886303
4492_10,0.99716246
4844_7,0.020107007
3189_10,0.9999812
3403_10,0.9999982
5874_2,1.8039475e-07
7809_10,0.9999781
3632_9,0.98871446
11767_2,0.9999813
9925_3,0.94269496
4218_1,0.8962489
12036_7,0.8704167
8973_2,0.1460101
2464_10,0.99999905
4094_1,0.010416815
10592_1,0.039449133
10648_9,0.99985427
3887_10,0.9998741
9092_8,0.9999936
10666_10,0.99999607
8389_10,0.017667696
5281_10,0.9990717
6946_1,0.0022324573
1132_1,0.00011000017
10052_4,5.504637e-07
768_10,0.99999404
5432_3,0.0014456353
7424_3,1.925017e-06
2366_2,0.99999404
2865_3,6.948068e-05
7806_2,0.8318032
8878_3,0.032970034
6298_7,0.9999954
4517_4,0.0150909955
12018_10,0.9999833
3662_1,0.012979425
11393_10,0.9838314
2071_10,0.99997747
8217_8,0.99999386
6568_2,0.0018210392
3840_10,0.99997985
1666_3,0.000272062
2360_7,0.9950004
5778_4,0.6071719
5341_4,0.01715499
4044_2,8.44555e-07
2503_3,0.992592
4095_10,0.978053
2092_2,6.677072e-06
2707_3,0.0033035541
573_10,0.99999815
6441_7,0.999949
7565_3,0.16905388
9499_7,0.99999243
657_10,0.99998635
8840_10,0.99999124
1407_4,0.67692214
12453_2,0.0004472679
8273_9,0.999971
8366_7,0.9985974
10643_9,0.9994577
9998_1,0.99091667
1385_1,0.001466541
1354_4,0.93712777
4674_7,0.0006824355
3515_4,0.24912553
10426_8,0.8328552
10226_3,0.9999727
10391_4,1.800484e-06
9968_1,1.8705365e-06
2893_3,0.0010609345
2546_9,0.9971908
37_1,1.01346814e-07
1757_10,0.99999917
1569_8,0.9999418
1466_3,0.26147905
7783_1,0.0012345156
9506_10,0.9986377
10835_3,0.0005092218
2917_9,0.045249056
2495_7,0.99998707
1686_10,0.99997807
2414_7,0.99996495
5318_8,0.9999995
8858_8,0.99999785
8112_1,0.12232205
6532_2,4.566474e-07
2526_10,0.99998647
11089_7,0.9999633
4297_8,0.99998987
3179_9,0.46154502
5832_10,0.99998415
10539_8,0.9999986
9226_10,0.9946451
9878_1,0.43903038
7940_10,0.9999882
7195_10,0.9984736
2979_1,0.1509767
3597_10,0.9999784
2931_8,0.99998075
8571_10,0.5990844
12148_1,6.5567247e-06
4047_2,0.0001463513
6164_10,0.99999887
2214_8,0.99999183
5903_1,0.025781967
7931_9,0.0016828672
1205_3,0.09143432
5983_10,0.99999607
10424_7,0.9994675
11032_7,0.9999434
1303_10,0.9960877
10390_1,3.9585177e-07
8349_2,0.00014550946
3605_8,0.20633711
12273_1,0.000116934294
60_1,2.5675292e-05
3879_9,0.048579242
12431_4,0.03867691
4499_2,0.0014834561
5786_10,0.01413924
5521_4,0.999999
793_8,0.99999905
7948_3,0.99261177
9022_2,0.035896987
11071_1,0.42445555
4991_3,0.9995208
8226_1,0.00051364675
8762_3,0.15593754
6918_4,0.99998814
844_10,0.99982965
11503_8,0.9441972
7406_8,0.9999972
7743_1,0.0011087339
514_3,0.00072736526
10927_9,0.99963146
3731_7,0.9999901
8870_4,0.99968463
11099_10,0.99997646
8456_10,0.9999999
10944_7,0.0032590728
7168_3,0.0020378442
3378_10,0.9965784
8203_3,0.9999821
5676_1,0.004634321
5061_9,0.9999185
6238_8,0.98419833
1136_8,0.78145355
6234_3,0.0011295915
9510_3,0.99995327
9632_7,0.023980917
4357_1,0.008521566
1176_9,0.99997246
10821_8,0.9999852
4143_4,0.004563236
5074_8,0.9999982
11673_1,0.0002830507
11072_2,0.009644144
1816_4,0.0017889064
3974_7,0.99338794
796_4,6.1274222e-06
8540_2,0.060491193
10959_8,0.9999815
4576_10,0.02679435
7030_1,0.9983133
3340_10,0.9999901
3223_3,0.0139210485
3030_1,0.96221274
4194_1,0.0012863709
11322_1,8.8727065e-05
1785_1,9.326402e-06
7109_2,0.00035407735
4120_1,2.5566222e-05
3024_7,0.9999909
589_2,0.00030146303
2480_10,0.99999595
4878_1,0.0037081407
571_1,1.43185525e-05
12156_8,0.9999952
7547_9,0.9999935
